ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
21694,1,1,203,1307,1104
21695,0,0,60,0,-60
21696,1,0,9,0,-9
21697,1,0,177,0,-177
21698,1,0,33,0,-33
21699,1,1,904,1277,373
21700,0,0,68,0,-68
21701,0,0,106,0,-106
21702,0,0,56,0,-56
21703,1,1,192,1309,1117
21704,0,0,4,0,-4
21705,0,0,200,0,-200
21706,1,0,39,0,-39
21707,0,0,31,0,-31
21708,1,1,271,1223,952
21709,1,0,18,0,-18
21710,0,0,31,0,-31
21711,1,0,113,0,-113
21712,1,0,6,0,-6
21713,0,0,22,0,-22
21714,1,1,411,1454,1043
21715,1,1,429,1349,920
21716,1,1,1261,1353,92
21717,0,0,38,0,-38
21718,1,1,114,2194,2080
21719,0,0,32,0,-32
21720,0,0,70,0,-70
21721,1,1,2483,1471,-1012
21722,1,1,467,2023,1556
21723,1,1,299,1225,926
21724,1,0,7,0,-7
21725,0,0,106,0,-106
21726,1,1,263,2056,1793
21727,0,0,40,0,-40
21728,1,0,31,0,-31
21729,0,0,21,0,-21
21730,1,0,75,0,-75
21731,1,1,131,1363,1232
21732,1,0,33,0,-33
21733,1,1,177,1393,1216
21734,0,0,64,0,-64
21735,0,0,79,0,-79
21736,0,0,103,0,-103
21737,1,0,66,0,-66
21738,1,1,614,1445,831
21739,0,0,50,0,-50
21740,1,1,169,2002,1833
21741,1,1,755,1791,1036
21742,1,1,750,1412,662
21743,1,1,1453,1241,-212
21744,1,0,15,0,-15
21745,1,0,19,0,-19
21746,1,1,57,1214,1157
21747,0,0,41,0,-41
21748,0,0,10,0,-10
21749,0,0,22,0,-22
21750,1,0,110,0,-110
21751,1,0,60,0,-60
21752,1,0,117,0,-117
21753,1,1,386,1659,1273
21754,1,0,91,0,-91
21755,1,1,470,2195,1725
21756,1,1,622,1396,774
21757,1,1,559,1544,985
21758,1,0,23,0,-23
21759,0,0,53,0,-53
21760,1,0,38,0,-38
21761,1,1,215,1343,1128
21762,0,0,69,0,-69
21763,1,1,159,1218,1059
21764,1,1,2680,3580,900
21765,1,1,1198,3087,1889
21766,0,0,59,0,-59
21767,0,0,94,0,-94
21768,1,1,258,1314,1056
21769,1,1,429,2145,1716
21770,0,0,17,0,-17
21771,1,0,58,0,-58
21772,1,1,208,1333,1125
21773,0,0,176,0,-176
21774,0,0,4,0,-4
21775,0,0,1,0,-1
21776,0,0,5,0,-5
21777,1,0,1,0,-1
21778,0,0,180,0,-180
21779,1,0,32,0,-32
21780,0,0,20,0,-20
21781,1,0,74,0,-74
21782,1,1,869,1430,561
21783,1,1,155,2934,2779
21784,0,0,64,0,-64
21785,1,1,786,1370,584
21786,1,0,39,0,-39
21787,1,1,536,1226,690
21788,1,1,436,1279,843
21789,1,1,137,1224,1087
21790,0,0,4,0,-4
21791,0,0,97,0,-97
21792,1,0,5,0,-5
21793,0,0,36,0,-36
21794,1,1,349,1303,954
21795,0,0,16,0,-16
21796,1,1,150,1423,1273
21797,1,1,102,2248,2146
21798,1,1,2123,1319,-804
21799,1,0,85,0,-85
21800,0,0,71,0,-71
21801,1,1,1442,1239,-203
21802,0,0,46,0,-46
21803,1,0,16,0,-16
21804,1,0,82,0,-82
21805,0,0,14,0,-14
21806,1,0,20,0,-20
21807,1,0,35,0,-35
21808,0,0,19,0,-19
21809,1,1,394,1379,985
21810,1,0,75,0,-75
21811,0,0,106,0,-106
21812,0,0,35,0,-35
21813,1,1,25,2077,2052
21814,1,0,7,0,-7
21815,1,1,1255,1204,-51
21816,1,1,516,2241,1725
21817,1,0,14,0,-14
21818,0,0,128,0,-128
21819,1,0,114,0,-114
21820,1,0,84,0,-84
21821,1,0,39,0,-39
21822,0,0,3,0,-3
21823,1,0,124,0,-124
21824,1,1,83,1567,1484
21825,1,0,13,0,-13
21826,1,0,95,0,-95
21827,1,0,8,0,-8
21828,1,0,96,0,-96
21829,1,1,127,1499,1372
21830,0,0,51,0,-51
21831,1,0,5,0,-5
21832,1,0,16,0,-16
21833,1,1,381,1202,821
21834,1,0,2,0,-2
21835,0,0,7,0,-7
21836,1,0,110,0,-110
21837,0,0,10,0,-10
21838,0,0,5,0,-5
21839,1,0,13,0,-13
21840,0,0,17,0,-17
21841,1,1,666,1245,579
21842,0,0,5,0,-5
21843,1,1,90,1861,1771
21844,0,0,8,0,-8
21845,0,0,116,0,-116
21846,0,0,22,0,-22
21847,0,0,94,0,-94
21848,0,0,21,0,-21
21849,1,1,890,1499,609
21850,1,1,205,1567,1362
21851,1,0,105,0,-105
21852,1,1,481,1211,730
21853,1,0,19,0,-19
21854,1,0,10,0,-10
21855,1,0,16,0,-16
21856,1,1,1291,1603,312
21857,1,1,762,1347,585
21858,1,1,248,1675,1427
21859,1,1,1836,1472,-364
21860,1,0,18,0,-18
21861,1,1,520,1208,688
21862,0,0,50,0,-50
21863,0,0,28,0,-28
21864,1,0,109,0,-109
21865,1,1,996,4409,3413
21866,1,0,60,0,-60
21867,0,0,54,0,-54
21868,0,0,76,0,-76
21869,1,1,49,1200,1151
21870,1,1,167,1211,1044
21871,0,0,12,0,-12
21872,1,1,648,1922,1274
21873,1,0,26,0,-26
21874,1,1,82,1292,1210
21875,1,1,623,1240,617
21876,0,0,63,0,-63
21877,1,1,577,3922,3345
21878,1,1,2109,1240,-869
21879,1,1,427,1205,778
21880,0,0,5,0,-5
21881,1,1,150,1531,1381
21882,1,0,9,0,-9
21883,1,1,75,1430,1355
21884,1,1,467,1215,748
21885,0,0,2,0,-2
21886,1,0,7,0,-7
21887,0,0,212,0,-212
21888,0,0,30,0,-30
21889,1,0,15,0,-15
21890,0,0,27,0,-27
21891,0,0,11,0,-11
21892,0,0,49,0,-49
21893,0,0,16,0,-16
21894,1,0,47,0,-47
21895,0,0,79,0,-79
21896,0,0,52,0,-52
21897,0,0,10,0,-10
21898,1,1,264,1211,947
21899,1,1,938,1819,881
21900,1,0,106,0,-106
21901,1,0,72,0,-72
21902,1,1,551,2100,1549
21903,1,0,113,0,-113
21904,1,1,2470,1203,-1267
21905,1,1,442,1693,1251
21906,0,0,59,0,-59
21907,0,0,130,0,-130
21908,1,1,159,1230,1071
21909,1,0,26,0,-26
21910,1,0,183,0,-183
21911,1,0,40,0,-40
21912,0,0,8,0,-8
21913,1,1,227,1456,1229
21914,0,0,78,0,-78
21915,0,0,46,0,-46
21916,1,1,209,1376,1167
21917,1,0,45,0,-45
21918,1,1,83,1313,1230
21919,0,0,3,0,-3
21920,0,0,115,0,-115
21921,0,0,37,0,-37
21922,0,0,85,0,-85
21923,1,1,184,1410,1226
21924,0,0,97,0,-97
21925,1,0,33,0,-33
21926,0,0,19,0,-19
21927,1,1,742,1234,492
21928,1,0,63,0,-63
21929,1,0,74,0,-74
21930,0,0,19,0,-19
21931,1,0,1,0,-1
21932,1,0,49,0,-49
21933,1,0,14,0,-14
21934,1,1,2095,1757,-338
21935,1,1,341,1202,861
21936,0,0,39,0,-39
21937,0,0,29,0,-29
21938,1,0,32,0,-32
21939,1,0,131,0,-131
21940,1,1,85,2010,1925
21941,1,0,10,0,-10
21942,0,0,41,0,-41
21943,0,0,170,0,-170
21944,0,0,56,0,-56
21945,1,0,53,0,-53
21946,0,0,125,0,-125
21947,1,0,18,0,-18
21948,1,1,167,1408,1241
21949,1,1,608,1339,731
21950,1,1,1011,1722,711
21951,1,0,56,0,-56
21952,0,0,5,0,-5
21953,1,0,53,0,-53
21954,0,0,38,0,-38
21955,1,0,46,0,-46
21956,1,1,450,3959,3509
21957,0,0,31,0,-31
21958,0,0,86,0,-86
21959,1,1,614,1315,701
21960,1,1,407,4954,4547
21961,1,0,21,0,-21
21962,1,1,428,1515,1087
21963,0,0,16,0,-16
21964,1,1,328,1485,1157
21965,0,0,44,0,-44
21966,1,0,41,0,-41
21967,1,1,182,1253,1071
21968,1,1,81,1540,1459
21969,1,0,13,0,-13
21970,0,0,131,0,-131
21971,1,0,25,0,-25
21972,1,1,233,1567,1334
21973,1,0,47,0,-47
21974,0,0,63,0,-63
21975,1,0,56,0,-56
21976,1,0,52,0,-52
21977,0,0,18,0,-18
21978,1,1,578,1382,804
21979,1,1,210,1357,1147
21980,1,1,71,1257,1186
21981,1,0,18,0,-18
21982,0,0,60,0,-60
21983,0,0,51,0,-51
21984,0,0,5,0,-5
21985,1,0,4,0,-4
21986,1,0,130,0,-130
21987,0,0,24,0,-24
21988,0,0,6,0,-6
21989,1,0,76,0,-76
21990,1,0,69,0,-69
21991,1,1,263,1603,1340
21992,1,0,23,0,-23
21993,1,1,942,2416,1474
21994,0,0,9,0,-9
21995,1,1,912,1426,514
21996,0,0,1,0,-1
21997,1,0,61,0,-61
21998,1,0,32,0,-32
21999,1,1,493,1357,864
22000,1,1,257,1496,1239
22001,1,1,423,1217,794
22002,1,0,138,0,-138
22003,1,1,691,2207,1516
22004,1,1,1453,1337,-116
22005,1,0,55,0,-55
22006,1,1,420,1312,892
22007,0,0,94,0,-94
22008,1,0,17,0,-17
22009,0,0,42,0,-42
22010,0,0,23,0,-23
22011,0,0,94,0,-94
22012,1,1,227,1636,1409
22013,0,0,14,0,-14
22014,1,1,1050,1976,926
22015,0,0,0,0,0
22016,1,1,63,1449,1386
22017,1,1,793,1221,428
22018,0,0,45,0,-45
22019,0,0,49,0,-49
22020,0,0,37,0,-37
22021,1,0,17,0,-17
22022,1,0,29,0,-29
22023,1,0,13,0,-13
22024,1,1,859,1337,478
22025,0,0,30,0,-30
22026,0,0,49,0,-49
22027,0,0,37,0,-37
22028,1,1,575,2319,1744
22029,1,0,2,0,-2
22030,0,0,3,0,-3
22031,1,0,103,0,-103
22032,0,0,114,0,-114
22033,0,0,4,0,-4
22034,1,1,34,2754,2720
22035,0,0,31,0,-31
22036,1,0,3,0,-3
22037,1,1,1262,1325,63
22038,1,0,3,0,-3
22039,0,0,41,0,-41
22040,1,1,876,1830,954
22041,1,1,998,1682,684
22042,1,0,0,0,0
22043,1,1,6,1528,1522
22044,1,0,66,0,-66
22045,0,0,60,0,-60
22046,0,0,76,0,-76
22047,1,0,51,0,-51
22048,0,0,135,0,-135
22049,0,0,111,0,-111
22050,1,0,93,0,-93
22051,1,1,1705,2773,1068
22052,0,0,37,0,-37
22053,0,0,4,0,-4
22054,0,0,112,0,-112
22055,1,0,0,0,0
22056,0,0,19,0,-19
22057,1,0,165,0,-165
22058,0,0,285,0,-285
22059,1,0,137,0,-137
22060,0,0,20,0,-20
22061,1,0,10,0,-10
22062,1,1,422,1455,1033
22063,0,0,71,0,-71
22064,0,0,5,0,-5
22065,1,0,52,0,-52
22066,0,0,155,0,-155
22067,1,0,59,0,-59
22068,0,0,48,0,-48
22069,1,1,479,1866,1387
22070,0,0,35,0,-35
22071,1,1,736,1623,887
22072,1,0,5,0,-5
22073,1,0,83,0,-83
22074,0,0,10,0,-10
22075,1,0,52,0,-52
22076,1,1,1171,1949,778
22077,0,0,136,0,-136
22078,0,0,77,0,-77
22079,1,1,100,1289,1189
22080,1,0,2,0,-2
22081,0,0,11,0,-11
22082,0,0,11,0,-11
22083,1,0,60,0,-60
22084,1,1,107,1359,1252
22085,0,0,12,0,-12
22086,1,0,31,0,-31
22087,1,0,2,0,-2
22088,1,1,144,1463,1319
22089,0,0,66,0,-66
22090,1,0,15,0,-15
22091,1,0,53,0,-53
22092,0,0,101,0,-101
22093,0,0,33,0,-33
22094,0,0,105,0,-105
22095,1,1,93,2738,2645
22096,0,0,8,0,-8
22097,1,0,102,0,-102
22098,0,0,3,0,-3
22099,0,0,23,0,-23
22100,1,0,168,0,-168
22101,1,0,24,0,-24
22102,1,1,265,1206,941
22103,1,1,246,1548,1302
22104,1,0,117,0,-117
22105,1,1,498,1542,1044
22106,0,0,9,0,-9
22107,1,0,6,0,-6
22108,1,0,19,0,-19
22109,0,0,11,0,-11
22110,1,0,3,0,-3
22111,0,0,3,0,-3
22112,1,1,227,1472,1245
22113,0,0,102,0,-102
22114,0,0,56,0,-56
22115,0,0,12,0,-12
22116,1,1,505,1649,1144
22117,0,0,27,0,-27
22118,0,0,66,0,-66
22119,1,1,475,1553,1078
22120,1,1,221,1302,1081
22121,1,0,32,0,-32
22122,0,0,35,0,-35
22123,0,0,57,0,-57
22124,1,1,609,1229,620
22125,0,0,101,0,-101
22126,0,0,32,0,-32
22127,0,0,68,0,-68
22128,1,1,392,1747,1355
22129,1,0,6,0,-6
22130,1,1,54,1735,1681
22131,1,0,12,0,-12
22132,1,0,16,0,-16
22133,1,1,44,1207,1163
22134,0,0,99,0,-99
22135,1,1,567,1439,872
22136,1,1,514,1420,906
22137,0,0,37,0,-37
22138,1,1,463,1202,739
22139,1,1,131,1448,1317
22140,0,0,21,0,-21
22141,1,1,236,1306,1070
22142,0,0,13,0,-13
22143,0,0,62,0,-62
22144,0,0,0,0,0
22145,0,0,5,0,-5
22146,0,0,35,0,-35
22147,1,1,820,1248,428
22148,0,0,101,0,-101
22149,0,0,61,0,-61
22150,1,0,13,0,-13
22151,0,0,18,0,-18
22152,0,0,57,0,-57
22153,1,0,103,0,-103
22154,1,0,55,0,-55
22155,1,0,158,0,-158
22156,1,1,498,1994,1496
22157,1,1,326,1920,1594
22158,1,1,1058,1320,262
22159,1,0,7,0,-7
22160,1,1,82,1538,1456
22161,0,0,10,0,-10
22162,0,0,61,0,-61
22163,0,0,68,0,-68
22164,1,1,282,1468,1186
22165,1,0,29,0,-29
22166,1,1,741,1460,719
22167,1,1,196,2521,2325
22168,0,0,3,0,-3
22169,0,0,31,0,-31
22170,1,0,108,0,-108
22171,0,0,46,0,-46
22172,0,0,38,0,-38
22173,1,1,294,1314,1020
22174,1,1,224,2054,1830
22175,1,0,6,0,-6
22176,0,0,64,0,-64
22177,1,1,29,1210,1181
22178,1,1,91,1204,1113
22179,0,0,27,0,-27
22180,1,1,85,2557,2472
22181,0,0,81,0,-81
22182,0,0,56,0,-56
22183,1,0,5,0,-5
22184,1,1,60,2062,2002
22185,1,0,63,0,-63
22186,0,0,3,0,-3
22187,1,1,247,1438,1191
22188,0,0,1,0,-1
22189,1,0,30,0,-30
22190,0,0,36,0,-36
22191,1,0,11,0,-11
22192,0,0,45,0,-45
22193,1,0,46,0,-46
22194,0,0,7,0,-7
22195,1,0,15,0,-15
22196,1,1,1418,1512,94
22197,0,0,23,0,-23
22198,1,0,31,0,-31
22199,0,0,5,0,-5
22200,0,0,33,0,-33
22201,1,0,143,0,-143
22202,0,0,46,0,-46
22203,1,0,0,0,0
22204,1,1,1020,1285,265
22205,0,0,64,0,-64
22206,1,1,288,1392,1104
22207,1,0,79,0,-79
22208,1,0,68,0,-68
22209,0,0,52,0,-52
22210,1,1,41,1236,1195
22211,1,1,33,1358,1325
22212,1,0,80,0,-80
22213,1,1,1981,1290,-691
22214,1,1,330,1905,1575
22215,1,1,68,1886,1818
22216,1,1,288,1444,1156
22217,1,1,1195,1424,229
22218,1,0,71,0,-71
22219,1,1,629,1503,874
22220,1,1,397,1216,819
22221,1,1,50,1289,1239
22222,1,0,15,0,-15
22223,1,1,742,1273,531
22224,1,0,31,0,-31
22225,1,1,309,1438,1129
22226,1,1,362,1286,924
22227,0,0,9,0,-9
22228,1,1,1053,1400,347
22229,0,0,152,0,-152
22230,1,1,787,1281,494
22231,0,0,30,0,-30
22232,1,0,9,0,-9
22233,1,1,63,1568,1505
22234,1,1,214,1282,1068
22235,1,1,28,1226,1198
22236,1,1,1549,3012,1463
22237,0,0,92,0,-92
22238,1,0,148,0,-148
22239,1,0,0,0,0
22240,0,0,303,0,-303
22241,0,0,12,0,-12
22242,1,1,953,1626,673
22243,1,1,676,1316,640
22244,0,0,109,0,-109
22245,1,0,58,0,-58
22246,1,0,127,0,-127
22247,1,0,28,0,-28
22248,0,0,11,0,-11
22249,1,1,60,1339,1279
22250,1,1,603,1287,684
22251,0,0,12,0,-12
22252,0,0,21,0,-21
22253,1,1,50,1329,1279
22254,0,0,188,0,-188
22255,1,0,4,0,-4
22256,1,1,152,1329,1177
22257,1,1,224,1766,1542
22258,1,1,860,2535,1675
22259,0,0,115,0,-115
22260,0,0,6,0,-6
22261,0,0,75,0,-75
22262,1,0,1,0,-1
22263,0,0,39,0,-39
22264,1,0,66,0,-66
22265,0,0,26,0,-26
22266,1,1,115,1269,1154
22267,1,1,81,1313,1232
22268,1,0,25,0,-25
22269,1,1,75,1363,1288
22270,1,0,44,0,-44
22271,1,1,334,1448,1114
22272,1,1,314,1252,938
22273,1,0,16,0,-16
22274,1,0,43,0,-43
22275,0,0,124,0,-124
22276,1,1,1856,1580,-276
22277,1,1,142,1365,1223
22278,1,0,113,0,-113
22279,1,0,13,0,-13
22280,1,0,14,0,-14
22281,1,0,27,0,-27
22282,0,0,123,0,-123
22283,1,1,295,1503,1208
22284,0,0,50,0,-50
22285,1,1,641,1332,691
22286,1,1,547,1619,1072
22287,1,0,55,0,-55
22288,0,0,42,0,-42
22289,1,1,625,1590,965
22290,0,0,52,0,-52
22291,1,1,1215,1441,226
22292,0,0,17,0,-17
22293,1,0,4,0,-4
22294,1,0,89,0,-89
22295,0,0,109,0,-109
22296,1,0,29,0,-29
22297,1,0,17,0,-17
22298,0,0,6,0,-6
22299,0,0,17,0,-17
22300,0,0,11,0,-11
22301,0,0,13,0,-13
22302,1,0,62,0,-62
22303,0,0,75,0,-75
22304,0,0,31,0,-31
22305,0,0,104,0,-104
22306,0,0,46,0,-46
22307,1,0,1,0,-1
22308,1,0,50,0,-50
22309,0,0,42,0,-42
22310,0,0,5,0,-5
22311,0,0,29,0,-29
22312,1,0,40,0,-40
22313,0,0,25,0,-25
22314,0,0,0,0,0
22315,0,0,17,0,-17
22316,1,1,159,1431,1272
22317,1,0,1,0,-1
22318,1,0,122,0,-122
22319,0,0,45,0,-45
22320,0,0,26,0,-26
22321,1,1,2976,1467,-1509
22322,1,1,255,1274,1019
22323,0,0,2,0,-2
22324,1,0,104,0,-104
22325,1,1,67,1631,1564
22326,1,1,577,2119,1542
22327,1,0,24,0,-24
22328,0,0,101,0,-101
22329,0,0,179,0,-179
22330,0,0,12,0,-12
22331,1,0,27,0,-27
22332,1,0,51,0,-51
22333,1,1,522,1320,798
22334,0,0,3,0,-3
22335,1,0,12,0,-12
22336,1,1,1514,2132,618
22337,1,0,61,0,-61
22338,1,1,843,1584,741
22339,0,0,73,0,-73
22340,1,1,187,1479,1292
22341,0,0,29,0,-29
22342,0,0,3,0,-3
22343,1,0,5,0,-5
22344,0,0,23,0,-23
22345,1,0,202,0,-202
22346,1,0,265,0,-265
22347,0,0,27,0,-27
22348,1,0,19,0,-19
22349,0,0,24,0,-24
22350,1,1,423,1287,864
22351,1,0,13,0,-13
22352,0,0,40,0,-40
22353,1,0,114,0,-114
22354,1,0,12,0,-12
22355,1,0,24,0,-24
22356,0,0,21,0,-21
22357,1,1,224,1479,1255
22358,1,1,347,1347,1000
22359,1,1,544,1399,855
22360,1,0,4,0,-4
22361,0,0,109,0,-109
22362,0,0,39,0,-39
22363,0,0,142,0,-142
22364,1,0,54,0,-54
22365,1,1,528,1418,890
22366,0,0,36,0,-36
22367,0,0,194,0,-194
22368,1,0,20,0,-20
22369,1,0,1,0,-1
22370,0,0,110,0,-110
22371,0,0,71,0,-71
22372,0,0,39,0,-39
22373,1,0,4,0,-4
22374,1,1,401,1278,877
22375,0,0,33,0,-33
22376,1,0,124,0,-124
22377,1,1,459,1396,937
22378,1,1,2363,1391,-972
22379,1,0,139,0,-139
22380,1,1,344,1506,1162
22381,0,0,27,0,-27
22382,0,0,19,0,-19
22383,0,0,120,0,-120
22384,1,1,177,1319,1142
22385,1,1,708,1204,496
22386,1,0,22,0,-22
22387,1,0,127,0,-127
22388,1,1,519,1357,838
22389,1,0,63,0,-63
22390,1,1,635,1502,867
22391,1,0,15,0,-15
22392,0,0,141,0,-141
22393,0,0,0,0,0
22394,0,0,51,0,-51
22395,0,0,44,0,-44
22396,1,0,2,0,-2
22397,0,0,130,0,-130
22398,0,0,15,0,-15
22399,1,1,537,1487,950
22400,1,1,286,1482,1196
22401,1,1,410,2867,2457
22402,0,0,19,0,-19
22403,1,1,299,1441,1142
22404,1,1,2210,1274,-936
22405,0,0,59,0,-59
22406,1,0,48,0,-48
22407,0,0,62,0,-62
22408,1,0,8,0,-8
22409,0,0,40,0,-40
22410,1,0,43,0,-43
22411,0,0,4,0,-4
22412,1,0,21,0,-21
22413,1,1,93,1295,1202
22414,1,1,135,1561,1426
22415,0,0,0,0,0
22416,1,0,2,0,-2
22417,1,0,0,0,0
22418,0,0,28,0,-28
22419,1,1,2231,2061,-170
22420,0,0,15,0,-15
22421,0,0,84,0,-84
22422,1,1,859,1942,1083
22423,1,0,103,0,-103
22424,1,0,11,0,-11
22425,1,1,276,2692,2416
22426,1,0,63,0,-63
22427,0,0,93,0,-93
22428,1,0,154,0,-154
22429,1,0,55,0,-55
22430,1,0,16,0,-16
22431,1,0,73,0,-73
22432,0,0,13,0,-13
22433,0,0,18,0,-18
22434,1,1,181,1562,1381
22435,0,0,24,0,-24
22436,1,1,648,1608,960
22437,1,0,20,0,-20
22438,1,1,446,1303,857
22439,0,0,44,0,-44
22440,1,1,203,1584,1381
22441,0,0,48,0,-48
22442,0,0,66,0,-66
22443,1,0,93,0,-93
22444,1,0,119,0,-119
22445,1,0,49,0,-49
22446,1,1,760,1254,494
22447,1,1,705,1211,506
22448,1,0,162,0,-162
22449,0,0,22,0,-22
22450,1,0,32,0,-32
22451,1,1,316,1294,978
22452,1,1,353,1202,849
22453,1,1,554,1328,774
22454,1,0,262,0,-262
22455,1,1,54,2439,2385
22456,0,0,85,0,-85
22457,1,0,17,0,-17
22458,0,0,2,0,-2
22459,1,0,26,0,-26
22460,0,0,46,0,-46
22461,1,1,124,1228,1104
22462,0,0,119,0,-119
22463,1,0,35,0,-35
22464,1,1,109,1366,1257
22465,1,1,192,1205,1013
22466,1,0,41,0,-41
22467,0,0,43,0,-43
22468,1,1,920,1377,457
22469,1,1,127,1213,1086
22470,1,0,6,0,-6
22471,0,0,145,0,-145
22472,1,0,79,0,-79
22473,1,0,43,0,-43
22474,1,0,41,0,-41
22475,1,0,27,0,-27
22476,1,0,91,0,-91
22477,1,1,887,1806,919
22478,1,1,1143,1661,518
22479,0,0,48,0,-48
22480,0,0,1,0,-1
22481,0,0,14,0,-14
22482,1,1,147,2187,2040
22483,0,0,14,0,-14
22484,1,1,2281,2013,-268
22485,1,1,145,1290,1145
22486,0,0,1,0,-1
22487,1,0,117,0,-117
22488,0,0,102,0,-102
22489,0,0,29,0,-29
22490,1,1,742,1800,1058
22491,0,0,8,0,-8
22492,0,0,30,0,-30
22493,0,0,39,0,-39
22494,0,0,90,0,-90
22495,1,1,681,1729,1048
22496,1,1,167,1215,1048
22497,1,1,440,2540,2100
22498,0,0,22,0,-22
22499,0,0,70,0,-70
22500,0,0,34,0,-34
22501,1,0,65,0,-65
22502,1,0,111,0,-111
22503,0,0,7,0,-7
22504,0,0,52,0,-52
22505,1,0,4,0,-4
22506,1,0,2,0,-2
22507,0,0,2,0,-2
22508,1,1,151,1238,1087
22509,1,0,180,0,-180
22510,1,0,21,0,-21
22511,0,0,41,0,-41
22512,1,0,0,0,0
22513,1,0,6,0,-6
22514,0,0,28,0,-28
22515,1,1,269,1726,1457
22516,1,1,1304,1347,43
22517,1,1,125,2313,2188
22518,1,0,18,0,-18
22519,1,0,109,0,-109
22520,0,0,167,0,-167
22521,0,0,0,0,0
22522,1,0,112,0,-112
22523,1,1,535,3114,2579
22524,1,0,177,0,-177
22525,1,1,832,1499,667
22526,1,0,25,0,-25
22527,1,1,1019,1531,512
22528,1,0,15,0,-15
22529,1,1,408,1408,1000
22530,0,0,20,0,-20
22531,1,1,39,1304,1265
22532,1,0,16,0,-16
22533,1,1,444,1392,948
22534,1,1,1056,1450,394
22535,1,0,53,0,-53
22536,0,0,72,0,-72
22537,1,0,30,0,-30
22538,1,1,694,1228,534
22539,1,0,0,0,0
22540,1,0,6,0,-6
22541,0,0,39,0,-39
22542,0,0,0,0,0
22543,0,0,20,0,-20
22544,1,0,5,0,-5
22545,1,1,667,1287,620
22546,0,0,16,0,-16
22547,0,0,56,0,-56
22548,1,1,114,1855,1741
22549,1,1,586,1549,963
22550,1,1,635,1202,567
22551,1,1,264,1735,1471
22552,0,0,143,0,-143
22553,0,0,353,0,-353
22554,1,0,11,0,-11
22555,0,0,44,0,-44
22556,1,1,393,1219,826
22557,0,0,20,0,-20
22558,0,0,70,0,-70
22559,0,0,120,0,-120
22560,0,0,69,0,-69
22561,1,1,750,1715,965
22562,1,0,117,0,-117
22563,1,0,88,0,-88
22564,1,1,3713,1510,-2203
22565,0,0,31,0,-31
22566,1,0,84,0,-84
22567,1,0,18,0,-18
22568,0,0,306,0,-306
22569,1,0,74,0,-74
22570,1,0,44,0,-44
22571,1,0,112,0,-112
22572,1,0,289,0,-289
22573,0,0,22,0,-22
22574,0,0,97,0,-97
22575,0,0,23,0,-23
22576,1,0,49,0,-49
22577,1,0,23,0,-23
22578,1,1,897,1331,434
22579,1,0,39,0,-39
22580,1,1,1033,1538,505
22581,0,0,70,0,-70
22582,0,0,11,0,-11
22583,1,0,32,0,-32
22584,1,1,408,1323,915
22585,1,1,165,1375,1210
22586,1,1,145,1253,1108
22587,1,0,34,0,-34
22588,0,0,18,0,-18
22589,1,1,186,1949,1763
22590,1,1,1296,1247,-49
22591,1,0,35,0,-35
22592,0,0,17,0,-17
22593,1,0,31,0,-31
22594,1,0,9,0,-9
22595,0,0,60,0,-60
22596,0,0,44,0,-44
22597,1,1,1012,1361,349
22598,0,0,2,0,-2
22599,1,1,247,1462,1215
22600,1,1,1155,1575,420
22601,1,1,385,1998,1613
22602,1,0,133,0,-133
22603,1,0,82,0,-82
22604,0,0,74,0,-74
22605,0,0,86,0,-86
22606,0,0,71,0,-71
22607,1,0,24,0,-24
22608,1,1,1509,1307,-202
22609,1,1,193,1659,1466
22610,1,1,390,1227,837
22611,0,0,23,0,-23
22612,0,0,85,0,-85
22613,0,0,84,0,-84
22614,1,1,1104,1363,259
22615,1,0,38,0,-38
22616,0,0,21,0,-21
22617,1,0,23,0,-23
22618,0,0,331,0,-331
22619,1,1,189,2549,2360
22620,0,0,75,0,-75
22621,1,0,44,0,-44
22622,0,0,99,0,-99
22623,0,0,27,0,-27
22624,1,0,74,0,-74
22625,0,0,37,0,-37
22626,1,0,24,0,-24
22627,1,1,178,1429,1251
22628,0,0,46,0,-46
22629,0,0,54,0,-54
22630,1,0,47,0,-47
22631,0,0,1,0,-1
22632,1,0,10,0,-10
22633,0,0,48,0,-48
22634,1,0,74,0,-74
22635,0,0,3,0,-3
22636,1,1,314,4076,3762
22637,1,1,630,1933,1303
22638,0,0,26,0,-26
22639,1,0,59,0,-59
22640,0,0,24,0,-24
22641,0,0,32,0,-32
22642,1,0,48,0,-48
22643,1,0,54,0,-54
22644,1,1,603,1682,1079
22645,0,0,56,0,-56
22646,1,1,685,1653,968
22647,0,0,102,0,-102
22648,1,1,1010,2173,1163
22649,0,0,41,0,-41
22650,0,0,97,0,-97
22651,0,0,45,0,-45
22652,1,0,78,0,-78
22653,0,0,6,0,-6
22654,1,0,101,0,-101
22655,1,1,759,1248,489
22656,1,0,70,0,-70
22657,1,0,1,0,-1
22658,0,0,2,0,-2
22659,1,0,33,0,-33
22660,1,0,2,0,-2
22661,1,1,732,1845,1113
22662,1,1,483,1656,1173
22663,0,0,32,0,-32
22664,1,0,82,0,-82
22665,1,1,975,1261,286
22666,1,0,150,0,-150
22667,1,1,114,2163,2049
22668,0,0,14,0,-14
22669,1,1,257,2306,2049
22670,1,1,903,2440,1537
22671,1,1,367,1454,1087
22672,1,0,43,0,-43
22673,1,0,113,0,-113
22674,1,1,127,1641,1514
